X,Y,id,@id,addr:city,addr:district,addr:full,addr:housenumber,addr:postcode,addr:state,addr:street,addr:subdistrict,amenity,check_date,contact:phone,description,education,emergency,grades,healthcare,healthcare:speciality,name,operator,operator:type,phone,religion,shop,source,website,wheelchair,wikidata
81.6023593,21.2514868,node/6283904436,node/6283904436,raipur,,,,,,GE Road,,hospital,,,,,,,hospital,,Dispensary,,,,,,,,,
81.6622585,21.2401756,node/6950645744,node/6950645744,,Raipur,Telibandha,,"492006",Chhattisgarh,,,hospital,,,,,,,,,Karma Hospital,,,,,,OpenGovernmentData,,,
81.6621937,21.2392112,node/6950645749,node/6950645749,,Raipur,Near Shyam Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Chhattisgarh Eye Hospital,,,,,,OpenGovernmentData,,,
81.6522994,21.2233136,node/6950645773,node/6950645773,,Raipur,B-19/5 Ring Road Tagore Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Devi Laxmi Hospital,,,,,,OpenGovernmentData,,,
81.6503232,21.2142649,node/6950646487,node/6950646487,,Raipur,"Infront Of Jain Mandir, Near Ramkrishna Care Hospital,Dawada Colony,Pachpedi Naka",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Sanjeevani Cbcc Usa Cancer Hospital,,,,,,OpenGovernmentData,,,
81.6077931,21.2346486,node/6953541281,node/6953541281,,Raipur,Danganiya Near Shitla Mandir,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Aashirwad Fertility and Endoscopy Center,,,,,,OpenGovernmentData,,,
81.6679336,21.2650092,node/6956627645,node/6956627645,,Raipur,Om Santi Niketan School Adarsh Nagar Mowa,,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Samarpan Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6418236,21.2352073,node/6956627650,node/6956627650,,Raipur,"Behind Aashirwad Bhawan,Byron Bazar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Sai Sushrusha Hospital,,,,,,OpenGovernmentData,,,
81.6684566,21.2499934,node/6956627655,node/6956627655,,Raipur,"Near Jagannath Mandir, Gayatri Nagar",,"492002",Chhattisgarh,,,hospital,,,,,,,,,Sai Kalayan Hospital And Icu,,,,,,OpenGovernmentData,,,
81.6370104,21.2595225,node/6956627660,node/6956627660,,Raipur,"Near Choti Line, Fafadih",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Sai Baba Eye Hospital,,,,,,OpenGovernmentData,,,
81.8368053,21.2419875,node/6956627669,node/6956627669,,Raipur,"Bhansoj Road, N.H-6,M.M.Funcit",,"492101",Chhattisgarh,,,hospital,,,,,,,,,Raipur Institute Of Medical Sciences Hospital,,,,,,OpenGovernmentData,,,
81.6395652,21.2647055,node/6956629791,node/6956629791,,Raipur,"Street No. 4, Sanmati Nagar, Near Jain Mandir, Fafadih",,"492009",Chhattisgarh,,,hospital,,,,,,,,,Prannath Mission Hospital,,,,,,OpenGovernmentData,,,
81.6468099,21.2454024,node/6956629796,node/6956629796,,Raipur,"Raja Talab Road, Near Ghari Chowk",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Piles Care Hospital,,,,,,OpenGovernmentData,,,
81.6595718,21.2248204,node/6956629801,node/6956629801,,Raipur,"Opposite Vijayta Complex. Main Road, New Rajendra Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Tharani Children Hospital And Dental Clinic,,,,,,OpenGovernmentData,,,
81.6145067,21.2439374,node/6956629810,node/6956629810,,Raipur,"7, South Avenue, Choubey Colony",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr. M.R. Bhagwat Memorial Hospital,,,,,,OpenGovernmentData,,,
81.6572553,21.2166146,node/6956629815,node/6956629815,,Raipur,"G.E. Road,Choubey Colony",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Kalda Plastic and Cosmetic Surgery Institute and Burn Centre,,,,,,OpenGovernmentData,,,
81.6617082,21.2491409,node/6956629976,node/6956629976,,Raipur,Shankar Nagar Main Road,,"492007",Chhattisgarh,,,hospital,,,,,,,,,Vidya Hospital And Kidney Centre,,,,,,OpenGovernmentData,,,
81.6542597,21.2145777,node/6956655133,node/6956655133,,Raipur,"Pachmedi Naka, Dhamtari Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shri Aurobindo Medical Research Centre,,,,,,OpenGovernmentData,,,
81.6698393,21.2398899,node/6956655140,node/6956655140,,Raipur,"Infront Of Dwarika Mandir New Tilak Society, Avanti Vihar, Telibandha Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shree Sai Care Hospital,,,,,,OpenGovernmentData,,,
81.6655757,21.2200322,node/6956655145,node/6956655145,,Raipur,New Rajendra Nagar Amlidih Near Drowanacharya School,,"492015",Chhattisgarh,,,hospital,,,,,,,,,Shree Medishine Hospital - Raipur,,,,,,OpenGovernmentData,,,
81.6710436,21.2715555,node/6956655152,node/6956655152,,Raipur,"Dubey Colony, Mowa, Near Mowa Police Station",,"492007",Chhattisgarh,,,hospital,,"7714066074",,,,,,,Sarvodaya Hospital and Maternity Center,,,,,,OpenGovernmentData,,,
81.6413422,21.2391162,node/6957120029,node/6957120029,,Raipur,Opposite Subhash Stadium,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Visharad Hospital,,,,,,OpenGovernmentData,,,
81.6553302,21.2582818,node/6957120034,node/6957120034,,Raipur,"Behind Cg Elite Building, Ashoka Gali, Pandari",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Urmila Memorial Multispeciality Hospital,,,,,,OpenGovernmentData,,,
81.5873668,21.2625908,node/6957120039,node/6957120039,,Raipur,"Arjun Vihar Heerapur Road, Opp: Harshit Tower",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Upadhyay Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6282919,21.2599874,node/6957120057,node/6957120057,,Raipur,"Near Shukrari Bazar, Gudhiyari",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Subham Hospital and Maternity Home,,,,,,OpenGovernmentData,,,
81.6373428,21.2570692,node/6957120062,node/6957120062,,Raipur,"Near Hotel Celebration, Bastar Bada, Bastar Bada Jail Road",,"492009",Chhattisgarh,,,hospital,,,,,,,,,Subba Rao Hospital,,,,,,OpenGovernmentData,,,
81.5954804,21.2308046,node/6957120067,node/6957120067,,Raipur,"Madhav Rao Sapre Ward, a",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Srimaa Sarada Arogyadham,,,,,,OpenGovernmentData,,,
81.6335745,21.2740474,node/6957120077,node/6957120077,,Raipur,Sivanand Nagar Sector-1 Near Hawa Ghar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Sobhagya Hospital,,,,,,OpenGovernmentData,,,
81.6117065,21.2361049,node/6957120082,node/6957120082,,Raipur,"Daganiya Road, Sundar Nagar Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Shri Ram Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6717492,21.2724251,node/6957133287,node/6957133287,,Raipur,"Ekta Chow Duby Colony, Near Moina Police Station",,"492010",Chhattisgarh,,,hospital,,,,,,,,,Shri Balaji Institute Of Medical Science Pvt Ltd,,,,,,OpenGovernmentData,,,
81.6358182,21.264633,node/6957503647,node/6957503647,,Raipur,Nand Kumar Pathak Fafadih Naka,,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Pathak Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6585526,21.2259317,node/6957503652,node/6957503652,,Raipur,New Rajendra Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Gbg Kidney Care Hospital,,,,,,OpenGovernmentData,,,
81.6186909,21.2462123,node/6965495354,node/6965495354,,Raipur,"Samta Colony, Main Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Modi Hospital,,,,,,OpenGovernmentData,,,
81.6239078,21.2461698,node/6965495359,node/6965495359,,Raipur,B-4 Samta Colony Main Road,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Jagjivan Urology Centre,,,,,,OpenGovernmentData,,,
81.656616,21.2230452,node/6965495374,node/6965495374,,Raipur,Tagore Nagar Square,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Sahai Hospital,,,,,,OpenGovernmentData,,,
81.6601836,21.2443828,node/6965495384,node/6965495384,,Raipur,"13, Anand Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Pragya Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6376406,21.2789978,node/6965497689,node/6965497689,,Raipur,Near Khamtarai Bazar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,P D Jethani Memorial Hospital and Diagnostic Center,,,,,,OpenGovernmentData,,,
81.6568963,21.2472973,node/6965497699,node/6965497699,,Raipur,Shanti Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Nigam Ent Hospital,,,,,,OpenGovernmentData,,,
81.6474972,21.2458836,node/6965497709,node/6965497709,,Raipur,Rajatalab Road,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Ganpati Hospital (Banthia Hospital),,,,,,OpenGovernmentData,,,
81.62751,21.2399062,node/6965497714,node/6965497714,,Raipur,Tatyapara,,"492001",Chhattisgarh,,,hospital,,,,,,,hospital,,"Yashwant Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6579813,21.2495084,node/6965497719,node/6965497719,,Raipur,New Shanti Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Tripathi Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6580936,21.2496099,node/6965497724,node/6965497724,,Raipur,New Shanti Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Jeewan Memorial Hospital For Plastic Surgery and Uro,,,,,,OpenGovernmentData,,,
81.6448975,21.2487035,node/6965497729,node/6965497729,,Raipur,Main Road Pandri,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Om Netra Kendra,,,,,,OpenGovernmentData,,,
81.6410096,21.2567003,node/6965497734,node/6965497734,,Raipur,Sai Nagar Devendra Nagar Road,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Roopjeevan Hospital,,,,,,OpenGovernmentData,,,
81.6435068,21.257246,node/6965497739,node/6965497739,,Raipur,Devendra Nagar,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Jubesta Hospital,,,,,,OpenGovernmentData,,,
81.6448666,21.2559026,node/6965497744,node/6965497744,,Raipur,"B 162, Sector-1, Devendra Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Jain Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6466855,21.2573909,node/6965497749,node/6965497749,,Raipur,"Sector-1, B/15, Devendra Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr. Rajehwari Kulkarni Surgical Hospital And Dia,,,,,,OpenGovernmentData,,,
81.6566214,21.2471211,node/6965497759,node/6965497759,,Raipur,Raipur,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Ekta Institute Of Child Health,,,,,,OpenGovernmentData,,,
81.6739498,21.2623121,node/6965834116,node/6965834116,,Raipur,"C-9 Ashoka Ratan, Vidhan Sabha Road Shankar Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Ayush Hospital and Maternity Home,,,,,,OpenGovernmentData,,,
81.6097793,21.2345823,node/6965834121,node/6965834121,,Raipur,Opp:Sunder Nagar Gate Mahender Ghat Road,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Ayushman Hospital and Diagnostic Institute,,,,,,OpenGovernmentData,,,
81.6000053,21.2293683,node/6965834122,node/6965834122,,Raipur,"Mahadev Ghat Road, Ring Road Chowk",,"492013",Chhattisgarh,,,hospital,,,,,,,,,Bachpan Hospital,,,,,,OpenGovernmentData,,,
81.6395467,21.242349,node/6965834136,node/6965834136,,Raipur,"Near Mahila Thana, Aashirwad Bhawan",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Bhattar Hospital,,,,,,OpenGovernmentData,,,
81.6100636,21.2465523,node/6965834146,node/6965834146,,Raipur,"Geeta Nagar, Choubey Colony",,"492001",Chhattisgarh,,,hospital,,,,,,,,,City Hospital And Research Centre,,,,,,OpenGovernmentData,,,
81.6685317,21.2510058,node/6965834156,node/6965834156,,Raipur,"Kuehna Road, Infront Of Cseb Sub Station Shankar Nagar",,"492007",Chhattisgarh,,,hospital,,,,,,,,,Devkripa Hospital and Doctor Plaza,,,,,,OpenGovernmentData,,,
81.6123417,21.2471581,node/6965834161,node/6965834161,,Raipur,"Purani Basti Thana Chowk, Kankalipara Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr. Jaulkar Ent Hospital,,,,,,OpenGovernmentData,,,
81.6453123,21.2491114,node/6965834166,node/6965834166,,Raipur,"B-20, Ravi Nagar, Near Bus Stand, Pandri",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Dr. Sandeep Bhagwat Orthopedic Hospital,,,,,,OpenGovernmentData,,,
81.6461378,21.2495993,node/6965834176,node/6965834176,,Raipur,"Near New Bus Stand, Beside Rajgharana",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Eye and Ent Hospital,,,,,,OpenGovernmentData,,,
81.6429824,21.2604399,node/6965834177,node/6965834177,,Raipur,"Sec-2, Devendra Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Heritage Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.8090755,21.5563958,node/6965834182,node/6965834182,,Raipur,"Setpal Nagar, Tilda Neora Post",,"493114",Chhattisgarh,,,hospital,,,,,,,hospital,,Jyoti Hospital and Prasuti Griha,,,,,,OpenGovernmentData,,,
81.645458,21.2342586,node/6965836187,node/6965836187,,Raipur,"Fawara Chowk, Byron Bazar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,K G N Surical and Maternity Centre,,,,,,OpenGovernmentData,,,
81.6384199,21.2438524,node/6965836192,node/6965836192,,Raipur,"Behind Indian Coffee House, Banstal",,"492001",Chhattisgarh,,,hospital,,,,,,,,,K.M. Hospital,,,,,,OpenGovernmentData,,,
81.6367264,21.2605318,node/6965836197,node/6965836197,,Raipur,"Jailaxmi Complex, Main Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,M. M. Hospital,,,,,,OpenGovernmentData,,,
81.597827,21.2294448,node/6965836202,node/6965836202,,Raipur,"Opposite Lpg Petrol Pump, Mahadev Ghat Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Mahadev Hospital,,,,,,OpenGovernmentData,,,
81.6380407,21.2615844,node/6965836211,node/6965836211,,Raipur,"Road Next To Sbi, Near Patidar Bhavan, Fafdih",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Mishra Speciality Hospital,,,,,,OpenGovernmentData,,,
81.6197897,21.2686163,node/6965836216,node/6965836216,,Raipur,Gondwara Road Near Chirkuti Mandir,,"492001",Chhattisgarh,,,hospital,2026/01/16,,,,,,,,Matra Smriti Hospital,,,,,,OpenGovernmentData,,,
81.6236986,21.2465873,node/6965836221,node/6965836221,,Raipur,"358, Samta Colony",,"492001",Chhattisgarh,,,hospital,,,,,,,,,M D Hospital and Iccu,,,,,,OpenGovernmentData,,,
81.7026642,21.2783101,node/6966522779,node/6966522779,,Raipur,"5Th Mile, Vidhan Sabha Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Mgm Eye Hospital,,,,,,OpenGovernmentData,,,
81.6388497,21.2564347,node/6966551463,node/6966551463,,Raipur,Jail Road,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Suprita Hospital,,,,,,OpenGovernmentData,,,
81.7903335,21.5540159,node/6966792004,node/6966792004,,Raipur,"Tilda, Po - Neora",,"493114",Chhattisgarh,,,hospital,,,,,,,hospital,,Evangelical Mission Hospital,,,,,,OpenGovernmentData,,,
81.6175885,21.2456986,node/6966792010,node/6966792010,,Raipur,"Main Road, Samata Colony",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Lifeworth Super Speciality Hospital,,,,,,OpenGovernmentData,,,
81.6213289,21.2363311,node/6966904907,node/6966904907,,Raipur,"Lakhe Nagar Chowk, Opposite Mai Ki Bagiya, Lakhe Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Shri Manulal Memorial Medical Centre,,,,,,OpenGovernmentData,,,
81.6406797,21.2554704,node/6966904930,node/6966904930,,Raipur,"7150, Devendra Nagar, Near Sai Mandir",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Sahu Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6245992,21.2454224,node/6966904976,node/6966904976,,Raipur,Opp: Krishna Talkies Ramanath Bhimsen Bhawan,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Agrasen Hospital,,,,,,OpenGovernmentData,,,
81.6391427,21.251975,node/6968263373,node/6968263373,,Raipur,"Pt.Jawaharlal Nehru Memorial Medical College, Jail Road",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Pt.J N M Medical College Hospital,,government,,,,OpenGovernmentData,https://ptjnmcraipur.in/,,
81.6651843,21.2532719,node/6968280740,node/6968280740,,Raipur,"Gaushala Road, Near Telephone Exchange",,"493118",Chhattisgarh,,,hospital,,,,,,,,,"Kanwar Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6415286,21.2468461,node/6968280745,node/6968280745,,Raipur,Kutchery Chowk,,"492001",Chhattisgarh,,,hospital,,,,,,,,,Raipur Hospital,,,,,,OpenGovernmentData,,,
81.6410136,21.2208074,node/6968280774,node/6968280774,,Raipur,"Near Postal Colony, Sanjay Nagar",,"492001",Chhattisgarh,,,hospital,,,,,,,,,"Sanjeewan Hospital, Raipur",,,,,,OpenGovernmentData,,,
81.6381209,21.2359599,node/6968280856,node/6968280856,,Raipur,"Bijali Office Chowk, Bhudha Para",,"492001",Chhattisgarh,,,hospital,,,,,,,,,Arihant Netralaya,,,,,,OpenGovernmentData,,,
81.6389363,21.2346921,node/7148125099,node/7148125099,,Raipur,"Kali Badi chowk, Raipur",,"492006",Chhattisgarh,,Raipur,hospital,,07747-248248,,,,,,,Govt. T.B. Hospital,,,,,,OpenGovernmentData,,,
81.9506788,21.2743757,node/7148125111,node/7148125111,,Raipur,"Farhada Road, High School",,"493441",Chhattisgarh,,Arang,hospital,,"7863244730",,,,,,,Government Hospital Farfoud,,,,,,OpenGovernmentData,,,
81.764341,21.117467,node/7148125120,node/7148125120,,Raipur,NEAR THE Government H S SCHOOL UPARWARA,,"493661",Chhattisgarh,,Abhanpur,hospital,,,,,,,,,Government Hospital Uparwara,,,,,,OpenGovernmentData,,,
81.7969593,21.5498742,node/7148125143,node/7148125143,,Raipur,Railway Station Road,,"493114",Chhattisgarh,,Tilda,hospital,,,,,,,hospital,,"Government Hospital, Tilda",,,,,,OpenGovernmentData,,,
81.6223248,21.23239,node/7148125202,node/7148125202,,Raipur,"Chandwada, Patel Para, Raipur",,"492001",Chhattisgarh,,Raipur,hospital,,07745-264302,,,,,,,"Government hospital,Khokhopara",,,,,,OpenGovernmentData,,,
81.9703912,21.1940118,node/7148125239,node/7148125239,,Raipur,"Ward No 07, Near Police Station",,"493441",Chhattisgarh,,Arang,hospital,,,,,,,,,Government hospital arang,,,,,,OpenGovernmentData,,,
